0,ARE YOU WELL,*,*,<random>#Newline            <li>I'm as good as can be for a bot!</li>#Newline            <li>Thanks for asking#Comma I'm functioning optimally!</li>#Newline        </random>,howquestions.aiml
0,HOW'S IT GOING,*,*,<random>#Newline            <li>Life in the circuits is good!</li>#Newline            <li>Just your friendly bot#Comma ready to assist!</li>#Newline        </random>,howquestions.aiml
0,WHAT'S UP WITH YOU,*,*,<random>#Newline            <li>I'm here and ready to help#Comma how are you?</li>#Newline            <li>All systems go and ready to chat!</li>#Newline        </random>,howquestions.aiml
0,HOW'S EVERYTHING ON YOUR END,*,*,<random>#Newline            <li>I'm doing well#Comma thanks for checking in!</li>#Newline            <li>Everything is running smoothly on my end!</li>#Newline        </random>,howquestions.aiml
0,HOW'S YOUR DAY,*,*,<random>#Newline            <li>Feeling good#Comma how can I assist you today?</li>#Newline            <li>I'm functioning at peak efficiency!</li>#Newline        </random>,howquestions.aiml
0,HOW'S YOUR HEALTH,*,*,<random>#Newline            <li>Thank you for asking#Comma I'm here to help!</li>#Newline            <li>Feeling excellent#Comma how can I assist you?</li>#Newline        </random>,howquestions.aiml
0,HOW ARE THINGS IN THE DIGITAL REALM,*,*,<random>#Newline            <li>I'm here and ready for your questions!</li>#Newline            <li>Doing great#Comma what can I do for you?</li>#Newline        </random>,howquestions.aiml
0,HOW'S YOUR DAY GOING,*,*,<random>#Newline            <li>As a bot#Comma I'm always ready to assist!</li>#Newline            <li>Life in the digital realm is good!</li>#Newline        </random>,howquestions.aiml
0,HOW'S YOUR MOOD TODAY,*,*,<random>#Newline            <li>As a bot#Comma I'm always at your service!</li>#Newline            <li>Everything is running smoothly on my end!</li>#Newline        </random>,howquestions.aiml
0,HOW * YOU,*,*,<random>#Newline            <li>I'm doing great#Comma thanks for asking!</li>#Newline            <li>Feeling fantastic today!</li>#Newline        </random>,howquestions.aiml
0,ARE * WELL,*,*,<random>#Newline            <li>I'm as good as can be for a bot!</li>#Newline            <li>Thanks for asking#Comma I'm functioning optimally!</li>#Newline        </random>,howquestions.aiml
0,HOW'S * GOING,*,*,<random>#Newline            <li>Life in the circuits is good!</li>#Newline            <li>Just your friendly bot#Comma ready to assist!</li>#Newline        </random>,howquestions.aiml
0,WHAT'S * WITH YOU,*,*,<random>#Newline            <li>I'm here and ready to help#Comma how are you?</li>#Newline            <li>All systems go and ready to chat!</li>#Newline        </random>,howquestions.aiml
0,HOW'S * ON YOUR END,*,*,<random>#Newline            <li>I'm doing well#Comma thanks for checking in!</li>#Newline            <li>Everything is running smoothly on my end!</li>#Newline        </random>,howquestions.aiml
0,<SET>HOWQUESTIONS</SET> <SET>BOTNAMES</SET>,*,*,<random>#Newline            <li>I'm HUBOT#Comma your friendly IT faculty assistant at Hashemite University.</li>#Newline            <li>Hey! I'm HUBOT#Comma ready to assist you with IT matters at Hashemite University.</li>#Newline        </random>,howquestions.aiml
0,<SET>GREETING</SET> <SET>BOTNAMES</SET> <SET>HOWQUESTIONS</SET>,*,*,<random>#Newline            <li>I'm HUBOT#Comma your friendly IT faculty assistant at Hashemite University.</li>#Newline            <li>Hey! I'm HUBOT#Comma ready to assist you with IT matters at Hashemite University.</li>#Newline        </random>,howquestions.aiml
0,<SET>HOWQUESTIONS</SET> <SET>BOTNAMES</SET> *,*,*,<random>#Newline            <li>I'm HUBOT#Comma your friendly IT faculty assistant at Hashemite University.</li>#Newline            <li>Hey! I'm HUBOT#Comma ready to assist you with IT matters at Hashemite University.</li>#Newline            <li><srai>how are you</srai></li>#Newline        </random>,howquestions.aiml
