0,I HAVE PLACEMENT TEST SCORES AT ANOTHER UNIVERSITY CAN I EQUALIZE THEM AND BE EXEMPTED FROM TAKING THE PLACEMENT TEST AT THE UNIVERSITY,*,*,Yes: by bringing an original transcript from the university and reviewing the relevant registrar (on campus).#Newline        <button>#Newline            <text>Find more here</text>#Newline            <url>https://hu.edu.jo/unitCenter/index.aspx?typ=67&amp;unitid=40000000</url>#Newline        </button>,regesteration2.aiml
0,I HAVE PLACEMENT TEST SCORES AT ANOTHER UNIVERSITY. CAN I EQUALIZE THEM AND BE EXLUDED FROM TAKING THE PLACEMENT TEST AT THE HASHEMITE UNIVERSITY,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,CAN I SKIP THE PLACEMENT TEST WITH SCORES FROM ANOTHER UNIVERSITY,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,CAN I USE MY PLACEMENT TEST SCORES FROM A DIFFERENT UNIVERSITY TO GET EXEMPTED FROM THE PLACEMENT TEST AT THIS UNIVERSITY,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,IS IT POSSIBLE TO TRANSFER MY PLACEMENT TEST RESULTS FROM ANOTHER UNIVERSITY AND AVOID TAKING THE PLACEMENT TEST HERE,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,HOW CAN I HAVE MY PLACEMENT TEST SCORES FROM ANOTHER UNIVERSITY CONSIDERED FOR EXEMPTION HERE,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,WHAT'S THE PROCESS TO EQUALIZE PLACEMENT TEST SCORES FROM ANOTHER UNIVERSITY FOR EXEMPTION HERE,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,HOW TO GET EXEMPTED FROM THE PLACEMENT TEST USING SCORES FROM ANOTHER UNIVERSITY,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,IS IT POSSIBLE TO BE EXCUSED FROM TAKING THE PLACEMENT TEST HERE WITH SCORES FROM ANOTHER UNIVERSITY,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
0,HOW TO TRANSFER PLACEMENT TEST RESULTS FROM ANOTHER UNIVERSITY FOR EXEMPTION,*,*,<srai>I have placement test scores at another university. Can I equalize them and be exempted from taking the placement test at the university</srai>,regesteration2.aiml
